symbol,decision_ts_ms,date,era,block,decile,is_d9,btc_up,ret1,turnover_spike_168h,max_ret168,hold_h,n_settlements,long_gross,long_funding,short_path,long_net45,stratum
ALICEUSDT,1761267600000,2025-10-24,e2526,728,9,1,0,-0.009239297813366187,0.5508549177163695,0.1186255794927733,24.0,3,0.023168440826549563,-0.00030000000000000003,-0.023168440826549563,0.01836844082654956,0-1-2
ALICEUSDT,1761379200000,2025-10-25,e2526,728,9,1,0,0.1274691358024691,4.854919368662724,0.1274691358024691,24.0,3,0.0,0.00357194,-0.0,-0.0009280599999999996,2-2-2
ALICEUSDT,1761465600000,2025-10-26,e2526,728,9,1,1,-0.01739634676717894,1.2231830212041437,0.1274691358024691,24.0,3,-0.026592635885447136,-0.00019835,0.026592635885447136,-0.03129098588544713,0-1-2
ALICEUSDT,1761552000000,2025-10-27,e2526,728,9,1,1,-0.0068350668647846335,0.7853921008748012,0.1274691358024691,24.0,3,-0.0468327829480637,0.00109748,0.0468327829480637,-0.0502353029480637,0-1-2
ALICEUSDT,1761638400000,2025-10-28,e2526,728,9,1,1,-0.009345794392523366,0.579093094577378,0.1274691358024691,24.0,3,-0.0642519685039371,-0.00030000000000000003,0.0642519685039371,-0.0690519685039371,0-1-2
ALICEUSDT,1761724800000,2025-10-29,e2526,728,9,1,1,-0.019230769230769162,1.117648931614,0.1274691358024691,24.0,3,-0.02793672164254446,-0.00030000000000000003,0.02793672164254446,-0.03273672164254446,0-1-2
ALICEUSDT,1761811200000,2025-10-30,e2526,728,9,1,0,0.006542699724517931,0.5198856058688708,0.1274691358024691,24.0,3,-0.04536011080332414,-6.989999999999992e-6,0.04536011080332414,-0.049867100803324134,1-1-2
ALICEUSDT,1761897600000,2025-10-31,e2526,728,9,1,0,-0.0018208302986161273,0.5601300451141846,0.1274691358024691,24.0,3,0.03881030105186789,-0.00020701,-0.03881030105186789,0.03410329105186789,1-1-2
ALICEUSDT,1762286400000,2025-11-04,e2526,728,8,0,0,0.07890365448504988,8.957815224228206,0.07890365448504988,24.0,3,-0.006813627254509069,-0.000029300000000000007,0.006813627254509069,-0.01134292725450907,2-2-2
ALICEUSDT,1762372800000,2025-11-05,e2526,728,8,0,0,-0.007246376811594235,0.2923941106461226,0.07890365448504988,24.0,3,-0.007667473769168653,-0.00030000000000000003,0.007667473769168653,-0.012467473769168652,0-0-2
ALICEUSDT,1763859600000,2025-11-23,e2526,729,9,1,0,-0.00044964028776972587,2.7452629979478846,0.1046401515151516,24.0,3,0.10115350488021302,0.022541099999999998,-0.10115350488021302,0.11919460488021301,1-2-2
ALICEUSDT,1766509200000,2025-12-23,e2526,730,8,0,1,0.05442964678633477,16.627586445282486,0.05442964678633477,24.0,3,-0.01993166287015946,-0.00030000000000000003,0.01993166287015946,-0.024731662870159463,2-2-1
ALICEUSDT,1766595600000,2025-12-24,e2526,730,8,0,1,0.0040840140023337135,1.0848085088961412,0.05442964678633477,24.0,3,0.006972690296339401,-0.00030000000000000003,-0.006972690296339401,0.0021726902963394015,1-1-1
ALICEUSDT,1766682000000,2025-12-25,e2526,730,7,0,1,-0.0011540680900173905,1.1201937889479539,0.05442964678633477,24.0,3,-0.025389497980380926,-0.00030000000000000003,0.025389497980380926,-0.03018949798038093,1-1-1
ALICEUSDT,1766768400000,2025-12-26,e2526,730,8,0,0,-0.013489736070381397,1.3739844386565867,0.05442964678633477,24.0,3,0.002960331557134488,-0.00030000000000000003,-0.002960331557134488,-0.0018396684428655117,0-2-1
ALICEUSDT,1766995200000,2025-12-29,e2526,730,8,0,0,0.003478260869565375,0.9337971481555791,0.05442964678633477,24.0,3,-0.026071842410197,-0.00030000000000000003,0.026071842410197,-0.030871842410197,1-1-1
ALICEUSDT,1767081600000,2025-12-30,e2526,730,8,0,0,-0.0011926058437684572,0.32275598739258177,0.05442964678633477,24.0,3,-0.011302795954788891,-0.00030000000000000003,0.011302795954788891,-0.01610279595478889,1-0-1
ALICEUSDT,1767254400000,2026-01-01,e2526,730,8,0,1,0.06106408706166877,24.350811103822874,0.06106408706166877,24.0,3,0.011117612638970265,-0.00030000000000000003,-0.011117612638970265,0.006317612638970265,2-2-1
ALICEUSDT,1767340800000,2026-01-02,e2526,730,8,0,0,-0.0034582132564840995,0.28905667108068855,0.06106408706166877,24.0,3,0.0057870370370369795,-0.00030000000000000003,-0.0057870370370369795,0.0009870370370369799,1-0-1
ALICEUSDT,1772931600000,2026-03-08,e2526,732,9,1,1,-0.011428571428571455,0.34506923230101383,0.1006758169023898,24.0,3,-0.006122627481850884,-0.00001528,0.006122627481850884,-0.010637907481850884,0-0-2
ALICEUSDT,1773018000000,2026-03-09,e2526,732,9,1,0,0.0032478932584270037,0.533097419363594,0.1006758169023898,24.0,3,0.07401214468010209,-0.00015583,-0.07401214468010209,0.06935631468010209,1-1-2
ALICEUSDT,1773104400000,2026-03-10,e2526,732,8,0,1,0.022239006377979154,0.5812287694701231,0.055918299012221784,24.0,3,-0.002048508685676853,-0.00024881,0.002048508685676853,-0.006797318685676852,2-1-1
ALICEUSDT,1773190800000,2026-03-11,e2526,732,7,0,0,-0.007202488132263762,1.3644946459951286,0.055918299012221784,24.0,3,0.0048444043024880035,-0.00030000000000000003,-0.0048444043024880035,0.00004440430248800389,0-2-1
ALICEUSDT,1773277200000,2026-03-12,e2526,733,7,0,1,-0.007378577799399988,0.7386964695878728,0.055918299012221784,24.0,3,-0.008498120607942417,-0.00030000000000000003,0.008498120607942417,-0.013298120607942415,0-1-1
ALICEUSDT,1773795600000,2026-03-18,e2526,733,9,1,1,-0.0037310268803527613,0.33942643774387343,0.11262770055267124,24.0,3,-0.04867294157551083,-0.00026564000000000004,0.04867294157551083,-0.053438581575510825,1-0-2
ALICEUSDT,1773882000000,2026-03-19,e2526,733,9,1,1,-0.007158638974812281,0.20266372283365616,0.11262770055267124,24.0,3,0.00017826900793305178,-0.00009942000000000001,-0.00017826900793305178,-0.004421150992066948,0-0-2
ALICEUSDT,1773968400000,2026-03-20,e2526,733,9,1,1,0.017645461949144847,0.5274428826284921,0.11262770055267124,24.0,3,0.07762231530166641,0.0075676,-0.07762231530166641,0.0806899153016664,2-1-2
ALICEUSDT,1774054800000,2026-03-21,e2526,733,8,0,1,-0.016832564538318384,1.9322082104950031,0.06381213177329692,24.0,3,-0.05846840886536542,-0.00030000000000000003,0.05846840886536542,-0.06326840886536542,0-2-1
ALICEUSDT,1774314000000,2026-03-24,e2526,733,8,0,1,0.004411116012351224,0.6115279172086187,0.06381213177329692,24.0,3,-0.012024756852343055,-0.00030000000000000003,0.012024756852343055,-0.016824756852343054,1-1-1
