symbol,d0,era,week_block,side,entry_day,gross,funding,net45,net90,n_funding_events_hold,pump_cell,tdecay_cell,fund_cell,crowd_cell,btc_cell,pump01,tdecay,fund8h,btc30d
4USDT,2025-10-09,e2526,105647,short,1,-1.3675971053020233,0.0159147,-1.3561824053020233,-1.3606824053020232,35,pump_le0,tdec_30_70,fund_pos,crowd_24,btc_down,-0.7216100649617629,0.6486993573701088,0.0033105801149506987,-0.01037693771905801
4USDT,2025-10-09,e2526,105647,long,1,1.3675971053020233,-0.0159147,1.3471824053020234,1.3426824053020234,35,pump_le0,tdec_30_70,fund_pos,crowd_24,btc_down,-0.7216100649617629,0.6486993573701088,0.0033105801149506987,-0.01037693771905801
4USDT,2025-10-09,e2526,105647,short,2,-0.6591802939350032,0.01249611,-0.6511841839350032,-0.6556841839350033,30,pump_le0,tdec_30_70,fund_pos,crowd_24,btc_down,-0.7216100649617629,0.4645773691295151,0.00207024,-0.04199970544153442
4USDT,2025-10-09,e2526,105647,long,2,0.6591802939350032,-0.01249611,0.6421841839350033,0.6376841839350033,30,pump_le0,tdec_30_70,fund_pos,crowd_24,btc_down,-0.7216100649617629,0.4645773691295151,0.00207024,-0.04199970544153442
A2ZUSDT,2025-07-31,e2526,105637,short,1,-0.8300326860219189,-0.0006215499999999999,-0.8351542360219188,-0.8396542360219189,36,pump_0_25,tdec_30_70,fund_flat,crowd_ge5,btc_up,0.08603048653163503,0.39278320943184714,0.00010000000694444493,0.04085294117647065
A2ZUSDT,2025-07-31,e2526,105637,long,1,0.8300326860219189,0.0006215499999999999,0.826154236021919,0.8216542360219189,36,pump_0_25,tdec_30_70,fund_flat,crowd_ge5,btc_up,0.08603048653163503,0.39278320943184714,0.00010000000694444493,0.04085294117647065
A2ZUSDT,2025-07-31,e2526,105637,short,2,-0.9669353172143004,0.0001389700000000001,-0.9712963472143004,-0.9757963472143004,29,pump_0_25,tdec_lt30,fund_flat,crowd_ge5,btc_up,0.08603048653163503,0.2903560707110957,-0.00018388000638472248,0.02705367282181248
A2ZUSDT,2025-07-31,e2526,105637,long,2,0.9669353172143004,-0.0001389700000000001,0.9622963472143005,0.9577963472143004,29,pump_0_25,tdec_lt30,fund_flat,crowd_ge5,btc_up,0.08603048653163503,0.2903560707110957,-0.00018388000638472248,0.02705367282181248
AAOIUSDT,2026-06-09,e2526,105682,short,1,-0.023674242424242424,0.00365584,-0.024518402424242424,-0.029018402424242425,15,pump_le0,tdec_ge70,fund_none,crowd_ge5,btc_down,-0.14141978759083285,0.7474439236383621,,-0.24743724227072272
AAOIUSDT,2026-06-09,e2526,105682,long,1,0.023674242424242424,-0.00365584,0.015518402424242423,0.011018402424242424,15,pump_le0,tdec_ge70,fund_none,crowd_ge5,btc_down,-0.14141978759083285,0.7474439236383621,,-0.24743724227072272
AAOIUSDT,2026-06-09,e2526,105682,short,2,0.025028184892897393,0.00365584,0.024184024892897393,0.019684024892897396,15,pump_le0,tdec_ge70,fund_none,crowd_ge5,btc_down,-0.14141978759083285,1.0269323183462975,,-0.20958103926125704
AAOIUSDT,2026-06-09,e2526,105682,long,2,-0.025028184892897393,-0.00365584,-0.033184024892897394,-0.03768402489289739,15,pump_le0,tdec_ge70,fund_none,crowd_ge5,btc_down,-0.14141978759083285,1.0269323183462975,,-0.20958103926125704
AAPLUSDT,2026-04-07,e2526,105673,short,1,-0.0004640191794594352,-0.00235864,-0.007322659179459435,-0.011822659179459434,18,pump_0_25,tdec_30_70,fund_flat,crowd_ge5,btc_up,0.0012389174958380433,0.6088691985574525,0.0,0.038658305321657815
AAPLUSDT,2026-04-07,e2526,105673,long,1,0.0004640191794594352,0.00235864,-0.0016773408205405646,-0.006177340820540564,18,pump_0_25,tdec_30_70,fund_flat,crowd_ge5,btc_up,0.0012389174958380433,0.6088691985574525,0.0,0.038658305321657815
AAPLUSDT,2026-04-07,e2526,105673,short,2,0.004961156834089546,-0.00235864,-0.0018974831659104535,-0.006397483165910453,15,pump_0_25,tdec_30_70,fund_flat,crowd_ge5,btc_up,0.0012389174958380433,0.3299440091153435,0.0,0.026444202518100424
AAPLUSDT,2026-04-07,e2526,105673,long,2,-0.004961156834089546,0.00235864,-0.007102516834089545,-0.011602516834089546,15,pump_0_25,tdec_30_70,fund_flat,crowd_ge5,btc_up,0.0012389174958380433,0.3299440091153435,0.0,0.026444202518100424
ACEUSDT,2023-12-19,e2324,105553,short,1,0.12317661286710366,0.01214221,0.13081882286710367,0.12631882286710366,35,pump_le0,tdec_ge70,fund_pos,crowd_24,btc_up,-0.03678722945279356,0.7023637266701598,0.0013418,0.16673740407073745
ACEUSDT,2023-12-19,e2324,105553,long,1,-0.12317661286710366,-0.01214221,-0.13981882286710368,-0.14431882286710368,35,pump_le0,tdec_ge70,fund_pos,crowd_24,btc_up,-0.03678722945279356,0.7023637266701598,0.0013418,0.16673740407073745
ACEUSDT,2023-12-19,e2324,105553,short,2,0.23733645011525595,0.00866628,0.24150273011525594,0.23700273011525594,29,pump_le0,tdec_ge70,fund_pos,crowd_24,btc_up,-0.03678722945279356,1.8077090213455618,0.00074656,0.2283151915381818
ACEUSDT,2023-12-19,e2324,105553,long,2,-0.23733645011525595,-0.00866628,-0.2505027301152559,-0.2550027301152559,29,pump_le0,tdec_ge70,fund_pos,crowd_24,btc_up,-0.03678722945279356,1.8077090213455618,0.00074656,0.2283151915381818
ACHUSDT,2023-02-23,e2324,105510,short,1,0.10119667013527586,0.00161818,0.09831485013527586,0.09381485013527587,18,pump_le0,tdec_30_70,fund_flat,crowd_ge5,btc_up,-0.1536767943637164,0.5236819222162389,0.00010000000347222237,0.004986860706139407
ACHUSDT,2023-02-23,e2324,105510,long,1,-0.10119667013527586,-0.00161818,-0.10731485013527586,-0.11181485013527585,18,pump_le0,tdec_30_70,fund_flat,crowd_ge5,btc_up,-0.1536767943637164,0.5236819222162389,0.00010000000347222237,0.004986860706139407
ACHUSDT,2023-02-23,e2324,105510,short,2,0.1156897875607884,0.00131818,0.1125079675607884,0.10800796756078841,15,pump_le0,tdec_30_70,fund_flat,crowd_ge5,btc_up,-0.1536767943637164,0.3215344170793275,0.0001,0.006273394806515897
ACHUSDT,2023-02-23,e2324,105510,long,2,-0.1156897875607884,-0.00131818,-0.12150796756078841,-0.12600796756078841,15,pump_le0,tdec_30_70,fund_flat,crowd_ge5,btc_up,-0.1536767943637164,0.3215344170793275,0.0001,0.006273394806515897
ACTUSDT,2024-11-12,e2324,105600,short,1,0.04436511983681785,0.00635372,0.046218839836817856,0.04171883983681785,36,pump_25_100,tdec_ge70,fund_pos,crowd_ge5,btc_up,0.3593390129916594,1.0790656727037002,0.0011303,0.36855274131952087
