side,entry_day,pump_cell,fund_cell,era,n_events,n_weeks,mean_gross_bp,mean_funding_bp,mean_net45_bp,mean_net90_bp,se_net45_bp_wk,median_net45_bp,win_rate_net45
long,2,pump_le0,fund_neg,e2122,2,2,-2150.3726364798895,187.9641,-2007.4085364798893,-2052.4085364798893,196.44160837004293,-2007.4085364798893,0.0
long,2,pump_le0,fund_neg,e2324,15,12,334.60746944965194,209.15076,498.7582294496519,453.75822944965205,667.2394436084534,-217.49091794871765,0.3333333333333333
long,2,pump_le0,fund_neg,e2526,35,28,1232.859531793808,415.52922285714277,1603.3887546509504,1558.3887546509507,1147.6042150756534,-490.0651025030324,0.37142857142857144
long,2,pump_le0,fund_neg,pre2025,17,14,42.25686875205899,206.6582117647059,203.91508051676482,158.91508051676482,577.0301891148864,-506.8172178487549,0.29411764705882354
long,2,pump_le0,fund_neg,post2025,35,28,1232.859531793808,415.52922285714277,1603.3887546509504,1558.3887546509507,1187.4718614479175,-490.0651025030324,0.37142857142857144
short,1,pump_le0,fund_flat,pooled,267,137,291.4944257511629,-29.875962921348314,216.61846282981466,171.61846282981463,194.337206909203,678.6276422854598,0.6591760299625468
short,1,pump_le0,fund_flat,e2122,27,22,184.1985692856966,-19.8921,119.30646928569656,74.30646928569652,456.26460119455066,750.5814380142142,0.6296296296296297
short,1,pump_le0,fund_flat,e2324,101,55,202.24075267314873,7.32860792079208,164.56936059394084,119.56936059394083,296.13123231308396,588.5799238820184,0.6237623762376238
short,1,pump_le0,fund_flat,e2526,139,61,377.18945528675306,-58.84881151079137,273.3406437759617,228.34064377596167,297.0546905015311,779.6241282795954,0.6906474820143885
short,1,pump_le0,fund_flat,pre2025,128,77,198.4349796148581,1.5867398437500009,155.021719458608,110.02171945860805,251.64498233973208,604.078567755326,0.625
short,1,pump_le0,fund_flat,post2025,139,61,377.18945528675306,-58.84881151079137,273.3406437759617,228.34064377596167,295.30236461382657,779.6241282795954,0.6906474820143885
short,2,pump_le0,fund_flat,pooled,297,141,146.8907932190387,-38.24765757575758,63.6431356432811,18.643135643281088,183.90548178716693,466.4803159629656,0.6127946127946128
short,2,pump_le0,fund_flat,e2122,27,23,-46.85203126071216,-16.127870370370367,-107.97990163108254,-152.97990163108258,478.21325867488736,-74.86791633820727,0.48148148148148145
